Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Toppings Count,Distance (km),Traffic Level,Payment Method,Is Peak Hour,Is Weekend,Delivery Efficiency (min/km),Topping Density,Order Month,Payment Category
ORD147,Papa John's,"El Paso, TX",2024-08-22 19:15:00,2024-08-22 19:45:00,30,Large,Non-Veg,4,6,Medium,Wallet,TRUE,FALSE,5,0.666666667,August,Online
ORD148,Pizza Hut,"Memphis, TN",2024-08-23 20:30:00,2024-08-23 21:10:00,40,XL,Cheese Burst,5,8,High,UPI,TRUE,FALSE,5,0.625,August,Online
ORD149,Little Caesars,"Baltimore, MD",2024-08-24 18:45:00,2024-08-24 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,TRUE,8,0.4,August,Offline
ORD150,Marco's Pizza,"Boston, MA",2024-08-25 19:00:00,2024-08-25 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,TRUE,5,0.4,August,Online
ORD151,Domino's,"New York, NY",2024-08-01 18:00:00,2024-08-01 18:30:00,30,Large,Veg,4,5.5,High,Domino's Cash,TRUE,FALSE,5.454545455,0.727272727,August,Offline
ORD152,Pizza Hut,"Los Angeles, CA",2024-08-02 19:15:00,2024-08-02 19:45:00,30,XL,Cheese Burst,5,6,Medium,Card,TRUE,FALSE,5,0.833333333,August,Online
ORD153,Papa John's,"Chicago, IL",2024-08-03 20:00:00,2024-08-03 20:35:00,35,Medium,Non-Veg,3,7.2,Low,UPI,TRUE,TRUE,4.861111111,0.416666667,August,Online
ORD154,Little Caesars,"Houston, TX",2024-08-04 17:45:00,2024-08-04 18:05:00,20,Small,Vegan,2,3,Low,Wallet,FALSE,TRUE,6.666666667,0.666666667,August,Online
ORD155,Marco's Pizza,"Phoenix, AZ",2024-08-05 13:30:00,2024-08-05 14:00:00,30,Medium,Non-Veg,4,5,High,Cash,FALSE,FALSE,6,0.8,August,Offline
ORD156,Domino's,"Miami, FL",2024-08-06 18:20:00,2024-08-06 18:50:00,30,Large,Veg,3,6.5,Medium,Domino's Cash,TRUE,FALSE,4.615384615,0.461538462,August,Offline
ORD157,Papa John's,"Denver, CO",2024-08-07 20:10:00,2024-08-07 20:45:00,35,Small,Vegan,2,4,High,Card,TRUE,FALSE,8.75,0.5,August,Online
ORD158,Little Caesars,"Boston, MA",2024-08-08 18:00:00,2024-08-08 18:25:00,25,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,FALSE,7.142857143,0.857142857,August,Online
ORD159,Pizza Hut,"Dallas, TX",2024-08-09 19:30:00,2024-08-09 20:00:00,30,XL,Cheese Burst,5,6,Medium,Wallet,TRUE,FALSE,5,0.833333333,August,Online
ORD160,Marco's Pizza,"Seattle, WA",2024-08-10 12:45:00,2024-08-10 13:15:00,30,Medium,Non-Veg,4,5.5,High,Cash,FALSE,TRUE,5.454545455,0.727272727,August,Offline
ORD161,Domino's,"Denver, CO",2024-08-11 18:15:00,2024-08-11 18:45:00,30,Large,Veg,3,6,Medium,Domino's Cash,TRUE,TRUE,5,0.5,August,Offline
ORD162,Papa John's,"Boston, MA",2024-08-12 20:00:00,2024-08-12 20:30:00,30,Small,Vegan,2,4.5,Low,Card,TRUE,FALSE,6.666666667,0.444444444,August,Online
ORD163,Little Caesars,"Dallas, TX",2024-08-13 18:10:00,2024-08-13 18:35:00,25,Medium,Non-Veg,3,3,High,UPI,TRUE,FALSE,8.333333333,1,August,Online
ORD164,Pizza Hut,"Los Angeles, CA",2024-08-14 19:20:00,2024-08-14 19:50:00,30,XL,Cheese Burst,5,6.5,Medium,Wallet,TRUE,FALSE,4.615384615,0.769230769,August,Online
ORD165,Marco's Pizza,"Chicago, IL",2024-08-15 13:15:00,2024-08-15 13:45:00,30,Medium,Non-Veg,4,5,High,Cash,FALSE,FALSE,6,0.8,August,Offline
ORD166,Domino's,"Miami, FL",2024-08-16 18:25:00,2024-08-16 18:55:00,30,Large,Veg,3,6,Medium,Domino's Cash,TRUE,FALSE,5,0.5,August,Offline
ORD167,Papa John's,"Denver, CO",2024-08-17 20:05:00,2024-08-17 20:35:00,30,Small,Vegan,2,4,Low,Card,TRUE,TRUE,7.5,0.5,August,Online
ORD168,Little Caesars,"Boston, MA",2024-08-18 18:00:00,2024-08-18 18:25:00,25,Medium,Non-Veg,3,3.5,High,UPI,TRUE,TRUE,7.142857143,0.857142857,August,Online
ORD169,Pizza Hut,"Dallas, TX",2024-08-19 19:30:00,2024-08-19 20:00:00,30,XL,Cheese Burst,5,6,Medium,Wallet,TRUE,FALSE,5,0.833333333,August,Online
ORD170,Marco's Pizza,"Seattle, WA",2024-08-20 13:00:00,2024-08-20 13:30:00,30,Medium,Non-Veg,4,5.5,Low,Cash,FALSE,FALSE,5.454545455,0.727272727,August,Offline
ORD171,Domino's,"Denver, CO",2024-08-21 18:15:00,2024-08-21 18:45:00,30,Large,Veg,3,6,High,Domino's Cash,TRUE,FALSE,5,0.5,August,Offline
ORD172,Papa John's,"Boston, MA",2024-08-22 20:00:00,2024-08-22 20:30:00,30,Small,Vegan,2,4.5,Medium,Card,TRUE,FALSE,6.666666667,0.444444444,August,Online
ORD173,Little Caesars,"Dallas, TX",2024-08-23 18:10:00,2024-08-23 18:35:00,25,Medium,Non-Veg,3,3,Low,UPI,TRUE,FALSE,8.333333333,1,August,Online
ORD174,Pizza Hut,"Los Angeles, CA",2024-08-24 19:20:00,2024-08-24 19:50:00,30,XL,Cheese Burst,5,6.5,High,Wallet,TRUE,TRUE,4.615384615,0.769230769,August,Online
ORD175,Marco's Pizza,"Atlanta, GA",2024-06-20 13:00:00,2024-06-20 13:20:00,20,Medium,Non-Veg,3,3,Medium,Card,FALSE,FALSE,6.666666667,1,June,Online
ORD176,Domino's,"Denver, CO",2024-06-21 18:30:00,2024-06-21 18:50:00,20,Large,Veg,4,4.5,Low,UPI,TRUE,FALSE,4.444444444,0.888888889,June,Online
ORD177,Papa John's,"Boston, MA",2024-06-22 20:15:00,2024-06-22 20:40:00,25,Small,Vegan,2,2,High,Cash,TRUE,TRUE,12.5,1,June,Offline
ORD178,Little Caesars,"Dallas, TX",2024-06-23 18:30:00,2024-06-23 18:50:00,20,Medium,Non-Veg,3,3,High,UPI,TRUE,TRUE,6.666666667,1,June,Online
ORD179,Pizza Hut,"Los Angeles, CA",2024-06-24 19:45:00,2024-06-24 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,5.555555556,1.111111111,June,Offline
ORD180,Marco's Pizza,"Chicago, IL",2024-06-25 13:00:00,2024-06-25 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,5.714285714,0.857142857,June,Online
ORD181,Domino's,"Miami, FL",2024-06-26 18:30:00,2024-06-26 18:55:00,25,Large,Veg,4,4.5,High,Card,TRUE,FALSE,5.555555556,0.888888889,June,Online
ORD182,Papa John's,"Phoenix, AZ",2024-06-27 20:00:00,2024-06-27 20:25:00,25,Medium,Non-Veg,3,3,Medium,UPI,TRUE,FALSE,8.333333333,1,June,Online
ORD183,Little Caesars,"Atlanta, GA",2024-06-28 19:15:00,2024-06-28 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,TRUE,FALSE,8,0.8,June,Offline
ORD184,Pizza Hut,"Chicago, IL",2024-06-29 19:45:00,2024-06-29 20:10:00,25,XL,Cheese Burst,5,4,High,Wallet,TRUE,TRUE,6.25,1.25,June,Online
ORD185,Marco's Pizza,"Miami, FL",2024-06-30 13:00:00,2024-06-30 13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,TRUE,5.714285714,0.857142857,June,Online
ORD186,Domino's,"Los Angeles, CA",2024-07-01 18:30:00,2024-07-01 18:50:00,20,Large,Veg,4,4.5,Medium,UPI,TRUE,FALSE,4.444444444,0.888888889,July,Online
ORD187,Papa John's,"Denver, CO",2024-07-02 20:15:00,2024-07-02 20:40:00,25,Small,Vegan,2,2,High,Cash,TRUE,FALSE,12.5,1,July,Offline
ORD188,Little Caesars,"Boston, MA",2024-07-03 18:30:00,2024-07-03 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,5.714285714,0.857142857,July,Online
ORD189,Pizza Hut,"Dallas, TX",2024-07-04 19:45:00,2024-07-04 20:10:00,25,XL,Cheese Burst,5,4,Medium,Card,TRUE,FALSE,6.25,1.25,July,Online
ORD190,Marco's Pizza,"Seattle, WA",2024-07-05 13:00:00,2024-07-05 13:20:00,20,Medium,Non-Veg,3,3.5,High,UPI,FALSE,FALSE,5.714285714,0.857142857,July,Online
ORD191,Domino's,"Denver, CO",2024-07-06 18:30:00,2024-07-06 18:50:00,20,Large,Veg,4,4.5,Low,Cash,TRUE,TRUE,4.444444444,0.888888889,July,Offline
ORD192,Papa John's,"Boston, MA",2024-07-07 20:15:00,2024-07-07 20:40:00,25,Small,Vegan,2,2,High,Wallet,TRUE,TRUE,12.5,1,July,Online
ORD193,Little Caesars,"Dallas, TX",2024-07-08 18:30:00,2024-07-08 18:50:00,20,Medium,Non-Veg,3,3,High,UPI,TRUE,FALSE,6.666666667,1,July,Online
ORD194,Pizza Hut,"Los Angeles, CA",2024-07-09 19:45:00,2024-07-09 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,5.555555556,1.111111111,July,Offline
ORD195,Marco's Pizza,"Chicago, IL",2024-07-10 13:00:00,2024-07-10 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,5.714285714,0.857142857,July,Online
ORD196,Domino's,"Miami, FL",2024-07-11 18:30:00,2024-07-11 18:50:00,20,Large,Veg,4,4,High,Card,TRUE,FALSE,5,1,July,Online
ORD197,Papa John's,"Dallas, TX",2024-07-12 20:00:00,2024-07-12 20:25:00,25,Medium,Non-Veg,3,3,Low,UPI,TRUE,FALSE,8.333333333,1,July,Online
ORD198,Little Caesars,"Houston, TX",2024-07-13 19:15:00,2024-07-13 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,TRUE,TRUE,8,0.8,July,Offline
ORD199,Pizza Hut,"Phoenix, AZ",2024-07-14 19:45:00,2024-07-14 20:10:00,25,XL,Cheese Burst,5,4.5,High,Wallet,TRUE,TRUE,5.555555556,1.111111111,July,Online
ORD200,Marco's Pizza,"Atlanta, GA",2024-07-15 13:00:00,2024-07-15 13:20:00,20,Medium,Non-Veg,3,3,Medium,Card,FALSE,FALSE,6.666666667,1,July,Online
ORD201,Domino's,"New York, NY",2024-07-16 18:30:00,2024-07-16 18:55:00,25,Large,Veg,3,5,High,Card,TRUE,FALSE,5,0.6,July,Online
ORD202,Papa John's,"Los Angeles, CA",2024-07-17 19:00:00,2024-07-17 19:30:00,30,Medium,Non-Veg,4,3.5,Medium,UPI,TRUE,FALSE,8.571428571,1.142857143,July,Online
ORD203,Little Caesars,"Chicago, IL",2024-07-18 20:15:00,2024-07-18 20:40:00,25,Small,Vegan,2,4,Low,Cash,TRUE,FALSE,6.25,0.5,July,Offline
ORD204,Pizza Hut,"Houston, TX",2024-07-19 19:45:00,2024-07-19 20:10:00,25,XL,Cheese Burst,5,6,High,Wallet,TRUE,FALSE,4.166666667,0.833333333,July,Online
ORD205,Marco's Pizza,"Phoenix, AZ",2024-07-20 13:00:00,2024-07-20 13:25:00,25,Medium,Non-Veg,3,3,Low,Card,FALSE,TRUE,8.333333333,1,July,Online
ORD206,Domino's,"Miami, FL",2024-07-21 18:30:00,2024-07-21 18:55:00,25,Large,Veg,4,5,High,UPI,TRUE,TRUE,5,0.8,July,Online
ORD207,Papa John's,"Denver, CO",2024-07-22 20:15:00,2024-07-22 20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,FALSE,10,0.8,July,Offline
ORD208,Little Caesars,"Boston, MA",2024-07-23 18:30:00,2024-07-23 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,5.714285714,0.857142857,July,Online
ORD209,Pizza Hut,"Dallas, TX",2024-07-24 19:45:00,2024-07-24 20:10:00,25,XL,Cheese Burst,5,4,High,Card,TRUE,FALSE,6.25,1.25,July,Online
ORD210,Marco's Pizza,"Seattle, WA",2024-07-25 13:00:00,2024-07-25 13:20:00,20,Medium,Non-Veg,3,3.5,Low,UPI,FALSE,FALSE,5.714285714,0.857142857,July,Online
ORD211,Domino's,"Denver, CO",2024-07-26 18:30:00,2024-07-26 18:50:00,20,Large,Veg,4,4.5,Medium,Cash,TRUE,FALSE,4.444444444,0.888888889,July,Offline
ORD212,Papa John's,"Boston, MA",2024-07-27 20:15:00,2024-07-27 20:40:00,25,Small,Vegan,2,2,High,Wallet,TRUE,TRUE,12.5,1,July,Online
ORD213,Little Caesars,"Dallas, TX",2024-07-28 18:30:00,2024-07-28 18:50:00,20,Medium,Non-Veg,3,3,High,UPI,TRUE,TRUE,6.666666667,1,July,Online
ORD214,Pizza Hut,"Los Angeles, CA",2024-07-29 19:45:00,2024-07-29 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,5.555555556,1.111111111,July,Offline
ORD215,Marco's Pizza,"Chicago, IL",2024-07-30 13:00:00,2024-07-30 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,5.714285714,0.857142857,July,Online
ORD216,Domino's,"Miami, FL",2024-07-31 18:30:00,2024-07-31 18:50:00,20,Large,Veg,4,4,High,Card,TRUE,FALSE,5,1,July,Online
ORD217,Papa John's,"Dallas, TX",2024-08-01 20:00:00,2024-08-01 20:25:00,25,Medium,Non-Veg,3,3,Low,UPI,TRUE,FALSE,8.333333333,1,August,Online
ORD218,Little Caesars,"Houston, TX",2024-08-02 19:15:00,2024-08-02 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,TRUE,FALSE,8,0.8,August,Offline
ORD219,Pizza Hut,"Phoenix, AZ",2024-08-03 19:45:00,2024-08-03 20:10:00,25,XL,Cheese Burst,5,4.5,High,Wallet,TRUE,TRUE,5.555555556,1.111111111,August,Online
ORD220,Marco's Pizza,"Atlanta, GA",2024-08-04 13:00:00,2024-08-04 13:20:00,20,Medium,Non-Veg,3,3,Medium,Card,FALSE,TRUE,6.666666667,1,August,Online
ORD221,Domino's,"New York, NY",2024-08-05 18:30:00,2024-08-05 18:55:00,25,Large,Veg,3,5,High,Card,TRUE,FALSE,5,0.6,August,Online
ORD222,Papa John's,"Los Angeles, CA",2024-08-06 19:00:00,2024-08-06 19:30:00,30,Medium,Non-Veg,4,3.5,Medium,UPI,TRUE,FALSE,8.571428571,1.142857143,August,Online
ORD223,Little Caesars,"Chicago, IL",2024-08-07 20:15:00,2024-08-07 20:40:00,25,Small,Vegan,2,4,Low,Cash,TRUE,FALSE,6.25,0.5,August,Offline
ORD224,Pizza Hut,"Houston, TX",2024-08-08 19:45:00,2024-08-08 20:10:00,25,XL,Cheese Burst,5,6,High,Wallet,TRUE,FALSE,4.166666667,0.833333333,August,Online
ORD225,Marco's Pizza,"Phoenix, AZ",2024-08-09 13:00:00,2024-08-09 13:25:00,25,Medium,Non-Veg,3,3,Low,Card,FALSE,FALSE,8.333333333,1,August,Online
ORD226,Domino's,"Miami, FL",2024-08-10 18:30:00,2024-08-10 18:55:00,25,Large,Veg,4,5,High,UPI,TRUE,TRUE,5,0.8,August,Online
ORD227,Papa John's,"Denver, CO",2024-08-11 20:15:00,2024-08-11 20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,TRUE,10,0.8,August,Offline
ORD228,Little Caesars,"Boston, MA",2024-08-12 18:30:00,2024-08-12 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,5.714285714,0.857142857,August,Online
ORD229,Pizza Hut,"Los Angeles, CA",2024-08-13 19:45:00,2024-08-13 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,5.555555556,1.111111111,August,Offline
ORD230,Domino's,"New York, NY",2024-08-14 18:30:00,2024-08-14 19:05:00,35,Large,Veg,3,5,High,UPI,TRUE,FALSE,7,0.6,August,Online
ORD231,Papa John's,"Chicago, IL",2024-08-15 20:15:00,2024-08-15 20:40:00,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,7.142857143,1.142857143,August,Online
ORD232,Little Caesars,"Houston, TX",2024-08-16 19:00:00,2024-08-16 19:20:00,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,10,1,August,Online
ORD233,Marco's Pizza,"Phoenix, AZ",2024-08-17 13:00:00,2024-08-17 13:30:00,30,Medium,Non-Veg,3,3,High,UPI,FALSE,TRUE,10,1,August,Online
ORD234,Domino's,"Miami, FL",2024-08-18 18:30:00,2024-08-18 19:10:00,40,Large,Veg,4,5,High,Card,TRUE,TRUE,8,0.8,August,Online
ORD235,Papa John's,"Denver, CO",2024-08-19 20:15:00,2024-08-19 20:35:00,20,Small,Vegan,2,2.5,Medium,Cash,TRUE,FALSE,8,0.8,August,Offline
ORD236,Little Caesars,"Boston, MA",2024-08-20 18:30:00,2024-08-20 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,5.714285714,0.857142857,August,Online
ORD237,Pizza Hut,"Dallas, TX",2024-08-21 19:45:00,2024-08-21 20:15:00,30,XL,Cheese Burst,5,4,High,Card,TRUE,FALSE,7.5,1.25,August,Online
ORD238,Marco's Pizza,"Seattle, WA",2024-08-22 13:00:00,2024-08-22 13:25:00,25,Medium,Non-Veg,3,3.5,Low,UPI,FALSE,FALSE,7.142857143,0.857142857,August,Online
ORD239,Domino's,"Denver, CO",2024-08-23 18:30:00,2024-08-23 18:50:00,20,Large,Veg,4,4.5,Medium,Cash,TRUE,FALSE,4.444444444,0.888888889,August,Offline
ORD240,Papa John's,"Boston, MA",2024-08-24 20:15:00,2024-08-24 20:40:00,25,Small,Vegan,2,2,High,Wallet,TRUE,TRUE,12.5,1,August,Online
ORD241,Little Caesars,"Dallas, TX",2024-08-25 18:30:00,2024-08-25 18:50:00,20,Medium,Non-Veg,3,3,High,UPI,TRUE,TRUE,6.666666667,1,August,Online
ORD242,Pizza Hut,"Los Angeles, CA",2024-08-26 19:45:00,2024-08-26 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,5.555555556,1.111111111,August,Offline
ORD243,Marco's Pizza,"Chicago, IL",2024-08-27 13:00:00,2024-08-27 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,5.714285714,0.857142857,August,Online
ORD244,Domino's,"Miami, FL",2024-08-28 18:30:00,2024-08-28 18:55:00,25,Large,Veg,4,5,High,Card,TRUE,FALSE,5,0.8,August,Online
ORD245,Papa John's,"Denver, CO",2024-08-29 20:15:00,2024-08-29 20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,FALSE,10,0.8,August,Offline
ORD246,Little Caesars,"Boston, MA",2024-08-30 18:30:00,2024-08-30 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,5.714285714,0.857142857,August,Online
ORD247,Pizza Hut,"Dallas, TX",2024-08-31 19:45:00,2024-08-31 20:10:00,25,XL,Cheese Burst,5,4,High,Card,TRUE,TRUE,6.25,1.25,August,Online
ORD248,Marco's Pizza,"Seattle, WA",2024-09-01 13:00:00,2024-09-01 13:20:00,20,Medium,Non-Veg,3,3.5,Low,UPI,FALSE,TRUE,5.714285714,0.857142857,September,Online
ORD249,Domino's,"Denver, CO",2024-09-02 18:30:00,2024-09-02 18:50:00,20,Large,Veg,4,4.5,Medium,Cash,TRUE,FALSE,4.444444444,0.888888889,September,Offline
ORD250,Papa John's,"Boston, MA",2024-09-03 20:15:00,2024-09-03 20:40:00,25,Small,Vegan,2,2,High,Wallet,TRUE,FALSE,12.5,1,September,Online
ORD251,Little Caesars,"Dallas, TX",2024-09-04 18:30:00,2024-09-04 18:50:00,20,Medium,Non-Veg,3,3,High,UPI,TRUE,FALSE,6.666666667,1,September,Online
ORD252,Pizza Hut,"Los Angeles, CA",2024-09-05 19:45:00,2024-09-05 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,5.555555556,1.111111111,September,Offline
ORD253,Marco's Pizza,"Chicago, IL",2024-09-06 13:00:00,2024-09-06 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,5.714285714,0.857142857,September,Online
ORD254,Domino's,"Miami, FL",2024-09-07 18:30:00,2024-09-07 18:55:00,25,Large,Veg,4,5,High,Card,TRUE,TRUE,5,0.8,September,Online
ORD255,Papa John's,"Denver, CO",2024-09-08 20:15:00,2024-09-08 20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,TRUE,10,0.8,September,Offline
ORD256,Little Caesars,"Boston, MA",2024-09-09 18:30:00,2024-09-09 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,5.714285714,0.857142857,September,Online
ORD257,Domino's,"San Francisco, CA",2024-09-10 18:00:00,2024-09-10 18:25:00,25,Large,Veg,3,5,High,Cash,TRUE,FALSE,5,0.6,September,Offline
ORD258,Domino's,"Austin, TX",2024-09-11 19:15:00,2024-09-11 19:35:00,20,Medium,Non-Veg,2,3.5,Medium,Card,TRUE,FALSE,5.714285714,0.571428571,September,Online
ORD259,Domino's,"Seattle, WA",2024-09-12 20:30:00,2024-09-12 20:50:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,8,0.4,September,Online
ORD260,Domino's,"Chicago, IL",2024-09-13 18:45:00,2024-09-13 19:10:00,25,XL,Cheese Burst,5,4.5,High,UPI,TRUE,FALSE,5.555555556,1.111111111,September,Online
ORD261,Domino's,"Miami, FL",2024-09-14 19:00:00,2024-09-14 19:20:00,20,Medium,Non-Veg,3,3,Medium,Cash,TRUE,TRUE,6.666666667,1,September,Offline
ORD262,Domino's,"Denver, CO",2024-09-15 20:00:00,2024-09-15 20:25:00,25,Large,Veg,4,5,High,Card,TRUE,TRUE,5,0.8,September,Online
ORD263,Domino's,"Boston, MA",2024-09-16 18:30:00,2024-09-16 18:50:00,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,10,1,September,Online
ORD264,Domino's,"Dallas, TX",2024-09-17 19:45:00,2024-09-17 20:10:00,25,XL,Cheese Burst,5,4.5,Medium,UPI,TRUE,FALSE,5.555555556,1.111111111,September,Online
ORD265,Domino's,"Los Angeles, CA",2024-09-18 18:00:00,2024-09-18 18:20:00,20,Medium,Non-Veg,3,3.5,High,Cash,TRUE,FALSE,5.714285714,0.857142857,September,Offline
ORD266,Domino's,"New York, NY",2024-09-19 20:15:00,2024-09-19 20:40:00,25,Large,Veg,4,5,High,Card,TRUE,FALSE,5,0.8,September,Online
ORD267,Domino's,"San Jose, CA",2024-09-10 18:00:00,2024-09-10 18:20:00,20,Medium,Veg,2,3,Low,Cash,TRUE,FALSE,6.666666667,0.666666667,September,Offline
ORD268,Papa John's,"Austin, TX",2024-09-11 19:15:00,2024-09-11 19:45:00,30,Large,Non-Veg,4,6,Medium,Card,TRUE,FALSE,5,0.666666667,September,Online
ORD269,Pizza Hut,"Seattle, WA",2024-09-12 20:30:00,2024-09-12 21:10:00,40,XL,Cheese Burst,5,8,High,Wallet,TRUE,FALSE,5,0.625,September,Online
ORD270,Little Caesars,"Chicago, IL",2024-09-13 18:45:00,2024-09-13 19:05:00,20,Small,Vegan,1,2.5,Low,UPI,TRUE,FALSE,8,0.4,September,Online
ORD271,Marco's Pizza,"Miami, FL",2024-09-14 19:00:00,2024-09-14 19:50:00,50,Large,Non-Veg,4,10,High,Cash,TRUE,TRUE,5,0.4,September,Offline
ORD272,Domino's,"Denver, CO",2024-09-15 20:00:00,2024-09-15 20:35:00,35,Medium,Veg,3,5.5,Medium,Card,TRUE,TRUE,6.363636364,0.545454545,September,Online
ORD273,Papa John's,"Boston, MA",2024-09-16 18:30:00,2024-09-16 18:50:00,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,10,1,September,Online
ORD274,Pizza Hut,"Dallas, TX",2024-09-17 19:45:00,2024-09-17 20:25:00,40,XL,Cheese Burst,5,7.5,High,UPI,TRUE,FALSE,5.333333333,0.666666667,September,Online
ORD275,Little Caesars,"Los Angeles, CA",2024-09-18 18:00:00,2024-09-18 18:30:00,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,7.5,0.75,September,Offline
ORD276,Marco's Pizza,"New York, NY",2024-09-19 20:15:00,2024-09-19 21:00:00,45,Large,Veg,4,9,High,Card,TRUE,FALSE,5,0.444444444,September,Online
ORD278,Domino's,"New York, NY",2024-09-15 18:45:00,2024-09-15 19:10:00,25,Large,Veg,3,5,High,Domino's Cash,TRUE,TRUE,5,0.6,September,Offline
ORD279,Pizza Hut,"Los Angeles, CA",2024-09-16 20:00:00,2024-09-16 20:30:00,30,XL,Cheese Burst,5,6.5,Medium,Card,TRUE,FALSE,4.615384615,0.769230769,September,Online
ORD280,Papa John's,"Chicago, IL",2024-09-17 19:15:00,2024-09-17 19:35:00,20,Medium,Non-Veg,4,4,Low,UPI,TRUE,FALSE,5,1,September,Online
ORD281,Little Caesars,"Houston, TX",2024-09-18 18:30:00,2024-09-18 19:05:00,35,Small,Vegan,2,7.5,High,Wallet,TRUE,FALSE,4.666666667,0.266666667,September,Online
ORD282,Marco's Pizza,"Phoenix, AZ",2024-09-19 13:00:00,2024-09-19 13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,FALSE,5.714285714,0.857142857,September,Online
ORD283,Domino's,"Miami, FL",2024-09-20 18:45:00,2024-09-20 19:15:00,30,Large,Veg,4,6,Medium,Domino's Cash,TRUE,FALSE,5,0.666666667,September,Offline
ORD284,Pizza Hut,"Denver, CO",2024-09-21 20:15:00,2024-09-21 20:40:00,25,XL,Cheese Burst,5,5,Low,UPI,TRUE,TRUE,5,1,September,Online
ORD285,Papa John's,"Boston, MA",2024-09-22 19:30:00,2024-09-22 19:55:00,25,Small,Vegan,2,4,High,Wallet,TRUE,TRUE,6.25,0.5,September,Online
ORD286,Little Caesars,"Dallas, TX",2024-09-23 18:00:00,2024-09-23 18:20:00,20,Medium,Non-Veg,3,3,Medium,Card,TRUE,FALSE,6.666666667,1,September,Online
ORD287,Marco's Pizza,"Seattle, WA",2024-09-24 13:15:00,2024-09-24 13:45:00,30,Medium,Non-Veg,3,6,High,UPI,FALSE,FALSE,5,0.5,September,Online
ORD288,Domino's,"New York, NY",2024-09-25 18:30:00,2024-09-25 19:00:00,30,Large,Veg,4,5.5,High,Domino's Cash,TRUE,FALSE,5.454545455,0.727272727,September,Offline
ORD289,Pizza Hut,"Los Angeles, CA",2024-09-26 19:45:00,2024-09-26 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,5.555555556,1.111111111,September,Offline
ORD290,Papa John's,"Chicago, IL",2024-09-27 20:15:00,2024-09-27 20:40:00,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,7.142857143,1.142857143,September,Online
ORD291,Little Caesars,"Houston, TX",2024-09-28 18:30:00,2024-09-28 18:50:00,20,Small,Vegan,2,2,Low,Wallet,TRUE,TRUE,10,1,September,Online
ORD292,Marco's Pizza,"Phoenix, AZ",2024-09-29 13:00:00,2024-09-29 13:20:00,20,Medium,Non-Veg,3,3,Low,UPI,FALSE,TRUE,6.666666667,1,September,Online
ORD293,Domino's,"Miami, FL",2024-09-30 18:30:00,2024-09-30 18:55:00,25,Large,Veg,4,5,High,Domino's Cash,TRUE,FALSE,5,0.8,September,Offline
ORD294,Pizza Hut,"Denver, CO",2024-10-01 19:45:00,2024-10-01 20:10:00,25,XL,Cheese Burst,5,4,High,Card,TRUE,FALSE,6.25,1.25,October,Online
